datetime,type,entry,exit,pnl
2024-01-03 11:00:00,SHORT,21.37,20.942600000000002,199.99999999999937
2024-01-03 13:00:00,SHORT,20.14,19.7372,203.99999999999955
2024-01-03 15:00:00,SHORT,20.35,19.943,208.08
2024-01-03 19:00:00,SHORT,19.92,20.119200000000003,-106.12080000000061
2024-01-03 21:00:00,SHORT,20.18,19.7764,210.11918400000044
2024-01-04 02:00:00,SHORT,20.19,20.391900000000003,-107.16078384000105
2024-01-05 01:00:00,SHORT,19.96,20.1596,-106.08917600160011
2024-01-05 08:00:00,SHORT,20.08,19.678399999999996,210.05656848316906
2024-01-05 15:00:00,SHORT,19.72,19.325599999999998,214.2576998528319
2024-01-05 18:00:00,SHORT,19.76,19.957600000000003,-109.27142692494472
2024-01-06 05:00:00,SHORT,19.72,19.325599999999998,216.35742531138962
2024-01-06 10:00:00,SHORT,19.73,19.9273,-110.34228690880758
2024-01-07 09:00:00,SHORT,19.69,19.8869,-109.23886403972001
2024-01-07 15:00:00,SHORT,19.66,19.2668,216.29295079864642
2024-01-07 23:00:00,SHORT,19.27,18.8846,220.61880981461957
2024-01-08 03:00:00,SHORT,18.82,19.008200000000002,-112.51559300545696
2024-01-08 05:00:00,SHORT,19.1,19.291,-111.3904370754006
2024-01-08 08:00:00,SHORT,19.17,19.361700000000003,-110.27653270464774
2024-01-09 00:00:00,LONG,20.11,19.9089,-109.17376737760091
2024-01-09 16:00:00,LONG,20.18,19.9782,-108.08202970382402
2024-01-09 22:00:00,LONG,20.63,21.0426,214.00241881357366
2024-01-10 00:00:00,LONG,21.77,21.5523,-109.1412335949226
2024-01-10 02:00:00,LONG,20.79,21.2058,216.0996425179465
2024-01-10 05:00:00,LONG,21.1,20.889000000000003,-110.21081768415172
2024-01-10 07:00:00,LONG,20.89,20.6811,-109.1087095073109
2024-01-10 09:00:00,LONG,21.49,21.2751,-108.01762241223793
2024-01-10 11:00:00,LONG,21.29,21.077099999999998,-106.93744618811608
2024-01-10 15:00:00,LONG,21.49,21.2751,-105.86807172623438
2024-01-10 17:00:00,LONG,21.35,21.777,209.61878201794374
2024-01-10 20:00:00,LONG,22.05,22.491,213.81115765830233
2024-01-10 22:00:00,LONG,24.75,25.245,218.08738081146933
2024-01-11 00:00:00,LONG,26.51,26.2449,-111.22456421384928
2024-01-11 02:00:00,LONG,27.96,27.680400000000002,-110.11231857171006
2024-01-11 04:00:00,LONG,28.41,28.1259,-109.01119538599303
2024-01-11 06:00:00,LONG,27.42,27.968400000000003,215.84216686426763
2024-01-11 08:00:00,LONG,28.36,28.0764,-110.07950510077625
2024-01-11 10:00:00,LONG,29.65,30.243,217.9574200995371
2024-01-11 12:00:00,LONG,31.17,30.8583,-111.15828425076458
2024-01-11 14:00:00,LONG,30.37,30.066300000000002,-110.04670140825597
2024-01-11 16:00:00,LONG,30.05,29.7495,-108.94623439417354
2024-01-11 18:00:00,LONG,28.84,28.5516,-107.85677205023174
2024-01-11 20:00:00,LONG,28.67,29.2434,213.5564086594591
2024-01-11 22:00:00,LONG,29.56,29.2644,-108.91376841632437
2024-01-12 01:00:00,LONG,29.49,30.0798,215.6492614643221
2024-01-12 03:00:00,LONG,29.9,29.601,-109.98112334680404
2024-01-12 05:00:00,LONG,29.57,29.2743,-108.88131211333621
2024-01-12 08:00:00,LONG,29.31,29.0169,-107.79249899220248
2024-01-12 10:00:00,LONG,30.45,30.1455,-106.71457400228111
2024-01-12 12:00:00,LONG,30.7,31.314,211.29485652451626
2024-01-12 14:00:00,LONG,31.45,31.1355,-107.76037682750278
2024-01-13 07:00:00,LONG,29.83,29.531699999999997,-106.68277305922852
2024-01-13 14:00:00,SHORT,28.83,29.118299999999998,-105.61594532863568
2024-01-13 16:00:00,SHORT,28.83,28.2534,209.11957175069864
2024-01-14 01:00:00,SHORT,28.08,27.518399999999996,213.30196318571373
2024-01-14 06:00:00,SHORT,28.08,27.518399999999996,217.568002449428
2024-01-14 17:00:00,SHORT,27.47,26.920599999999997,221.9193624984166
2024-01-14 19:00:00,SHORT,26.83,27.0983,-113.17887487419205
2024-01-14 21:00:00,SHORT,27.09,26.548199999999998,224.09417225090107
2024-01-14 23:00:00,SHORT,26.49,26.7549,-114.2880278479595
2024-01-15 01:00:00,SHORT,27.0,27.27,-113.14514756947936
2024-01-15 14:00:00,SHORT,26.57,26.8357,-112.0136960937843
2024-01-15 22:00:00,SHORT,26.62,26.886200000000002,-110.89355913284747
2024-01-16 05:00:00,SHORT,26.45,26.7145,-109.78462354151914
2024-01-16 10:00:00,SHORT,26.36,26.6236,-108.68677730610335
2024-01-17 16:00:00,SHORT,26.22,25.6956,215.1998190660844
2024-01-17 23:00:00,SHORT,26.18,25.656399999999998,219.50381544740685
2024-01-18 01:00:00,SHORT,25.28,25.5328,-111.94694587817736
2024-01-18 04:00:00,SHORT,25.44,25.6944,-110.82747641939551
2024-01-18 08:00:00,SHORT,25.51,25.7651,-109.71920165520085
2024-01-18 10:00:00,SHORT,25.32,25.5732,-108.62200963864922
2024-01-18 15:00:00,SHORT,25.46,24.9508,215.0715790845257
2024-01-18 17:00:00,SHORT,24.79,24.2942,219.37301066621586
2024-01-18 20:00:00,SHORT,24.4,23.912,223.76047087954035
2024-01-19 02:00:00,SHORT,23.73,23.9673,-114.11784014856626
2024-01-19 05:00:00,SHORT,24.03,24.270300000000002,-112.97666174708061
2024-01-19 07:00:00,SHORT,24.02,24.2602,-111.84689512960992
2024-01-19 11:00:00,SHORT,24.2,23.715999999999998,221.45685235662705
2024-01-19 16:00:00,SHORT,23.21,23.4421,-112.94299470187893
2024-01-20 22:00:00,LONG,24.82,24.5718,-111.81356475486088
2024-01-21 01:00:00,LONG,24.79,24.542099999999998,-110.69542910731258
2024-01-21 09:00:00,LONG,24.81,25.3062,219.17694963247848
2024-01-21 17:00:00,LONG,24.94,24.6906,-111.78024431256425
2024-01-22 04:00:00,SHORT,23.89,24.1289,-110.66244186943847
2024-01-22 06:00:00,SHORT,24.25,23.765,219.11163490148695
2024-01-22 09:00:00,SHORT,23.71,23.947100000000002,-111.74693379975923
2024-01-22 13:00:00,SHORT,24.04,23.559199999999997,221.25892892352272
2024-01-22 15:00:00,SHORT,23.74,23.265199999999997,225.6841075019931
2024-01-22 20:00:00,SHORT,23.5,23.03,230.19778965203147
2024-01-22 23:00:00,SHORT,22.95,23.1795,-117.40087272253714
2024-01-23 01:00:00,SHORT,23.18,23.4118,-116.22686399531085
2024-01-23 03:00:00,SHORT,23.31,23.5431,-115.064595355358
2024-01-23 07:00:00,SHORT,23.14,22.6772,227.82789880360923
2024-01-23 09:00:00,SHORT,22.09,22.3109,-116.19222838984054
2024-01-23 11:00:00,SHORT,22.19,21.7462,230.0606122118837
2024-01-23 15:00:00,SHORT,22.56,22.7856,-117.33091222806082
2024-01-23 19:00:00,SHORT,22.37,22.593700000000002,-116.15760310578065
2024-01-24 20:00:00,SHORT,22.57,22.7957,-114.99602707472228
2024-01-25 01:00:00,SHORT,22.58,22.805799999999998,-113.84606680397495
2024-01-25 12:00:00,SHORT,22.46,22.6846,-112.70760613593481
2024-01-25 18:00:00,LONG,23.16,22.9284,-111.58053007457619
2024-01-26 02:00:00,LONG,23.38,23.1462,-110.46472477382969
2024-01-26 05:00:00,LONG,23.22,22.9878,-109.36007752609147
2024-01-26 09:00:00,LONG,23.23,23.6946,216.53295350166255
2024-01-26 11:00:00,LONG,24.01,23.7699,-110.43180628584852
2024-01-26 13:00:00,LONG,23.59,24.0618,218.6549764459793
2024-01-26 21:00:00,LONG,23.9,24.378,223.02807597489877
2024-01-27 01:00:00,LONG,24.29,24.0471,-113.74431874719744
2024-01-27 06:00:00,LONG,24.18,23.9382,-112.60687555972665
2024-01-27 21:00:00,LONG,24.05,23.8095,-111.48080680412916
2024-01-28 19:00:00,SHORT,23.58,23.1084,220.73199747217436
2024-01-30 00:00:00,LONG,24.54,25.0308,225.1466374216185
2024-01-30 07:00:00,LONG,24.91,24.6609,-114.82478508502473
2024-01-30 14:00:00,LONG,25.02,25.5204,227.3530744683499
2024-01-30 17:00:00,LONG,25.91,25.6509,-115.95006797885871
2024-01-30 19:00:00,LONG,25.75,25.4925,-114.7905672990702
2024-01-31 03:00:00,LONG,25.49,25.2351,-113.64266162607903
2024-02-01 01:00:00,SHORT,23.64,23.8764,-112.50623500981845
2024-02-01 08:00:00,SHORT,23.91,24.1491,-111.38117265972063
2024-02-02 11:00:00,LONG,24.82,24.5718,-110.26736093312347
2024-02-02 15:00:00,LONG,25.23,24.9777,-109.16468732379269
2024-02-02 19:00:00,LONG,24.97,25.4694,216.14608090110863
2024-02-03 01:00:00,LONG,25.4,25.145999999999997,-110.23450125956566
2024-02-03 16:00:00,LONG,25.16,24.9084,-109.13215624696937
2024-02-04 03:00:00,LONG,25.23,24.9777,-108.0408346845005
2024-02-04 09:00:00,LONG,25.48,25.2252,-106.96042633765452
2024-02-04 11:00:00,LONG,25.46,25.2054,-105.89082207427818
2024-02-05 06:00:00,SHORT,24.7,24.947,-104.83191385353538
2024-02-05 15:00:00,SHORT,24.56,24.0688,207.56718942999984
2024-02-05 23:00:00,SHORT,24.31,24.5531,-105.85926660930087
2024-02-07 17:00:00,LONG,24.9,25.398,209.60134788641457
2024-02-07 22:00:00,LONG,25.19,25.693800000000003,213.79337484414316
2024-02-08 20:00:00,LONG,25.72,26.2344,218.0692423410261
2024-02-09 09:00:00,LONG,26.08,26.601599999999998,222.43062718784557
2024-02-09 14:00:00,LONG,26.14,25.8786,-113.43961986580214
2024-02-11 02:00:00,SHORT,25.72,25.9772,-112.30522366714376
2024-02-11 13:00:00,SHORT,25.86,25.89,-12.898163739034352
